TITEL;@Bild;Archivnummer;Schlagworte
Köln_Hbf;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gebäude_Landmarks\Köln\Hbf\Hbf_Koeln\LZ_TB_Hbf_Koeln_36544807_32zu9.jpg ;36544807;Hauptbahnhof, Stadtzentrum, Glasfassade, Bahnhofshalle, Pendler, Urbanes Leben, Architektur, Menschenmenge, öffentlicher Verkehr, historisches Gebäude, Köln
Köln_Rathaus;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gebäude_Landmarks\Köln\Rathaus\LZ_TB_Rathaus_Nah_61471257_32zu9.jpg ;61471257;Rathausfassade, Gotische Architektur, Uhrturm, Mittelalter, Sandstein, Skulpturen, Historisches Gebäude, Stadtzentrum, Detailaufnahme, Touristenattraktion, Köln
Köln_Uni_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gebäude_Landmarks\Köln\Uni Köln\Themenbild Uni Köln 01\LZ_TB_Uni_Köln_266631_32zu9.jpg ;266631;Universitätsgebäude, Fassade, Architektur, Moderne, Uhr, Bildungseinrichtung, Campus, Hochschule, Stadtbild, Sonniger Himmel
Köln_Uniklinik 02;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gebäude_Landmarks\Köln\Uniklinik\Themenbild Uniklinik 02\LZ_TB_Uniklinik_02_89495_32zu9.jpg ;89495;Moderne Architektur, Bürogebäude, Fassade, Stadtentwicklung, Glasfront, rote Akzente, Urbanität, Bürokomplex, Geschäftsgebäude, städtisches Design,  Köln, Uniklinik
Kölner_Dom_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gebäude_Landmarks\Köln\Dom\Themenbild Dom 01\LZ_TB_Dom_55079179_32zu9.jpg ;55079179;Kölner Dom, Nachtansicht, Lichter, Rhein, Hohenzollernbrücke, Köln Skyline, Tourismus, Panorama, Rheinmetropole, Beleuchtung, Köln
Konzert_Cat Ballou;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Konzert\Themenbild_Konzert_Cat Ballou\LZ_TB_Konzert_CAt Ballou_42315320_32zu9.jpg ;42315320;Konzert, Live-Musik, Bühne, Publikum, Festival, Veranstaltung, Zelt, Party, Abendveranstaltung, Beleuchtung, Cat Ballou
Konzert01;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Konzert\Themenbild Konzert_1\LZ_TB_Konzert_1_60916192_32zu9.jpg ;60916192;Festival, Konzert, Menschenmenge, Open-Air, Musikveranstaltung, Sommer, Feier, Fans, Publikum, Stimmung
Konzert02;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Konzert\Themenbild Konzert02\LZ_TB_Konzert_2_60916222_32zu9.jpg ;60916222;Konzert, Smartphone, Aufnahme, Live-Musik, Bühne, Publikum, Beleuchtung, Stimmung, Veranstaltung, Konzertaufnahme
Konzert03;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Konzert\Themenbild Konzert03\LZ_TB_Konzert_3_60916238_32zu9.jpg ;60916238;Festival, Konzert, Menschenmenge, Bühne, Nacht, Fahnen, Beleuchtung, Live-Musik, Outdoor, Stimmung
KVB;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\KVB\KVB_1\LZ_TB_KVB_1_49818435_32zu9.jpg ;49818435;U-Bahn-Station, U-Bahn, öffentlicher Nahverkehr, Bahnsteig, Nahverkehr, Zugfahrt, Kölner Verkehrsbetriebe, U-Bahn Köln, Pendler, leere Sitzbank, KVB
KVB_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\KVB\KVB_2\LZ_TB_KVB_2_48302047_32zu9.jpg ;48302047;KVB, Kölner Verkehrsbetriebe, öffentliche Verkehrsmittel, U-Bahnstation, Rolltreppe, rotes Schild, Verkehrsunternehmen, Stadt Köln, Infrastruktur, Nahverkehr
Landwirt_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Landwirt\Landwirt_1\LZ_TB_Landwirt_1_61381763_32zu9.jpg ;61381763;Traktor, Landwirtschaft, Feldarbeit, Bodenbearbeitung, Staub, Pflügen, Ackerbau, Erntesaison, Agrarwirtschaft, Natur, Landwirt, Beruf
Landwirt_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Landwirt\Landwirt_2\LZ_TB_Landwirt_2_61381764_32zu9.jpg ;61381764;Traktor, Pflügen, Landwirtschaft, Staubwolke, Feldarbeit, Ackerbau, Erntezeit, rote Maschine, Bodenbearbeitung, Natur, Landwirt, Beruf
Lehrer;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Lehrer\Lehrer\LZ_TB_Lehrer_44786024_32zu9.jpg ;44786024;Schule, Klassenzimmer, Schüler, Hand heben, Unterricht, Lernen, Bildung, Aufmerksamkeit, Frage stellen, Lehrer, Beruf
Lehrer_2, Schulbuero;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Lehrer\Lehrer_2_Schulbuero\LZ_TB_Lehrer_Schulbuero_61381988_32zu9.jpg;61381988;Schulbüro, Schule, Verwaltungsgebäude, Backstein, Büro, Schulverwaltung, Schulschild, Eingang, Hausnummer, Bildungsinstitution, Lehrer, Beruf
Licht_blau;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Farben\Licht_blau\LZ_TB_Lichter_blau_48505247_32zu9.jpg ;48505247;blaue Lichter, Bokeh-Effekt, unscharfe Beleuchtung, Nachtatmosphäre, abstrakte Hintergrundbeleuchtung, mystische Stimmung, kühle Farbtöne, Stadtlichter, futuristisches Design, sanfte Unschärfe
Licht_KnallRosa;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Farben\Licht_KnallRosa\LZ_TB_Lichter_KnallRosa_63757233_32zu9.jpg ;63757233;Abstraktes Licht, rosa, pink, lila Licht, abstrakte Beleuchtung, unscharfe Kreise, glühender Effekt, weiche Farben, dekorative Unschärfe, modernes Design, violettes Leuchten, Lichtpunkte
Licht_orange;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Farben\Licht_orange\LZ_TB_Lichter_orange_52667036_32zu9.jpg ;52667036;Abstraktes Licht, Lichteffekte, glühende Strahlen, abstrakte Beleuchtung, leuchtende Punkte, warmes Licht, bunte Lichtstrahlen, strahlender Hintergrund, orange-goldenes Leuchten, moderne Lichtkunst, dynamische Beleuchtung
Licht_rot;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Farben\Lichter_Strahlen_rot\LZ_TB_Lichter_Strahlen_rot_61352926_32zu9.jpg ;61352926;Laserstrahlen, Partystimmung, Clubbeleuchtung, Musikveranstaltung, bunte Lichter, elektronische Musik, Tanzfläche, Festivalatmosphäre, Nachtleben, visuelle Effekte, Licht rot
Licht_Violett;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Farben\Licht_Violett\LZ_TB_Lichter_Violett_63757234_32zu9.jpg ;63757234;Abstraktes Licht, blaue und violette Lichter, abstrakte Beleuchtung, weiche Farben, glühender Effekt, unscharfe Kreise, modernes Design, mystische Atmosphäre, Lichtpunkte, futuristischer Hintergrund
Lichter_Golden;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Golden\LZ_TB_Lichter_Golden_56390606_32zu9.jpg ;56390606;Naturbeleuchtung, goldene Lichtpunkte, Unschärfe, mystische Atmosphäre, grüne Pflanzen, Sonnenreflexion, Abendstimmung, abstrakte Natur, Lichtspiel, goldenes Licht, abstraktes Licht
Lichter_Nacht_Strasse;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Nacht_Strasse\LZ_TB_abstrakt_Nacht_Strasse_63757269_32zu9.jpg ;63757269;Stadtlichter, Bokeh-Effekt, nächtliche Stadt, urbane Beleuchtung, unscharfe Lichter, moderne Metropole, Straßenverkehr, Nachtfotografie, Großstadtatmosphäre, Neonlichter
Lichter_Strahlen_blau;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Farben\Lichter_Strahlen_blau\LZ_TB_Lichter_Strahlen_blau_61352970_32zu9.jpg ;61352970;Abstraktes Licht blau, Lasershow, Konzertbeleuchtung, blaues Laserlicht, Musikfestival, Partyatmosphäre, Lichtstrahlen, Bühnenbeleuchtung, elektronische Musik, Nachtveranstaltung, dynamische Effekte
Lichter_Strahlen_Gruen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Abstrakt\Lichter_Farben\Lichter_Strahlen_Gruen\LZ_TB_Lichter_Strahlen_gruen_61352961_32zu9.jpg ;61352961;Lasershow, Clubnacht, grüne Laserstrahlen, Partyatmosphäre, Musikveranstaltung, Tanzfläche, elektronische Musik, Neonlichter, Nachtleben, Festivalstimmung, Abstraktes Licht grün
Lichter_Weihnachten;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Weihnachten_2\Lichter_Weihnachten\Lichter_Weihnachten\LZ_TB_Lichter_Weihnachten_40942019_32zu9.jpg ;40942019;Weihnachtslichter, funkelnde Beleuchtung, Lichtermeer, festliche Dekoration, goldene Lichter, Weihnachtsstimmung, Glanzlichter, warme Atmosphäre, Lichterglanz, bokeh Effekte, Weihnachten
Lichter_Weihnachten_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Weihnachten_2\Lichter_Weihnachten\Lichter_Weihnachten_2\LZ_TB_Lichter_Weihnachten2_60780100_32zu9.jpg ;60780100;Bokeh Hintergrund, bunte Lichter, Unschärfe Effekt, Lichterspiel, abstrakte Beleuchtung, festliche Atmosphäre, Glanzlichter, kreative Unschärfe, Farbexplosion, funkelnde Punkte, Weihnachten, Weihnachtsbeleuchtung
Lichter_Weihnachten3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Weihnachten_2\Lichter_Weihnachten\Lichter_Weihnachten3\LZ_TB_Lichter_Weihnachten3_50641773_32zu9.jpg ;50641773;Holztisch, warme Lichter, Bokeh Hintergrund, gemütliche Atmosphäre, festliche Dekoration, Abendbeleuchtung, goldenes Licht, rustikaler Stil, romantische Stimmung, leuchtendes Ambiente, Weihnachten, Weihnachtsbeleuchtung
Marathon_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitätet\Marathon\Marathon\LZ_TB_Marathon_60939129_32zu9.jpg ;60939129;Marathon, Laufwettbewerb, Menschenmenge, Sportveranstaltung, Läufer, Straßenlauf, Outdoor, Ausdauer, Wettkampf, Fitness
Marathon_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitätet\Marathon\Marathon2\LZ_TB_Marathon_2_2115114_32zu9.jpg ;2115114;Marathon, Straßenlauf, Läufer, Düsseldorf, Sportveranstaltung, Langstreckenlauf, Startlinie, Wettkampf, Menschenmenge, Ausdauer
Mechaniker_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Mechaniker\Mechaniker_1\LZ_TB_Mechaniker_1_61361815_32zu9.jpg ;61361815;Automechaniker, Fahrzeugunterseite, Fahrzeugwartung, Werkstattarbeit, Autoinspektion, Mechaniker bei der Arbeit, Fahrzeugreparatur, Hebebühne, Autoindustrie, Service und Wartung, Beruf
Meditation_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Meditation\Meditation_1\LZ_TB_TaKeTiNa-Kurs_249125_32zu9.jpg ;249125;Meditation, Zen, Ruhe, Achtsamkeit, Stille, Entspannung, Innere Balance, Spiritualität, Yogaraum, Rückzug
Meditation_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Meditation\Meditation_2\LZ_TB_TaKeTiNa-Kurs_249827_32zu9.jpg ;249827;Zen-Meditation, Gruppe, Achtsamkeit, Stille, Meditation, Entspannung, Zazen, Spiritualität, Innenraum, Rückzug
Meditation_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Meditation\Meditation_3\LZ_TB_TaKeTiNa-Kurs_249827_2_32zu9.jpg ;249827;Zen-Meditation, Gruppe, Zazen, Stille, Achtsamkeit, Meditation, Dojo, Spiritualität, Entspannung, Innere Ruhe
Menschenmenge;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Soziales\Menschenmenge\LZ_TB_Menschenmenge_49719085_32zu9.jpg ;49719085;Menschenmenge, Innenstadt, Einkaufen, Fußgängerzone, Stadtleben, Winter, Hektik, Shopping, Straßenbild, Alltag
Milchprodukte;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Milchprodukte\LZ_TB_Lebensmittel_MilchPordukte_61361661_32zu9.jpg ;61361661;Käseplatte, Mozzarella, Blauschimmelkäse, Tomaten, Walnüsse, Gourmet, Käsesorten, italienische Küche, Antipasti, Käsevielfalt, Milchprodukte
Missbrauch_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Missbrauch\Missbrauch_2\LZ_TB_Missbrauch_2_30997454_32zu9.jpg ;30997454;Missbrauch, Teddybär, Kind, Spielzeug,
Missbrauch_Kirche;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Missbrauch_Kirche\LZ_TB_Kirche_51769329_32zu9.jpg ;51769329;Kirche, Kreuz, Himmel, Wolken, Sonnenlicht, Schatten, Silhouette, Religion, Spiritualität, Dämmerung
Moorlanschaft_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landschaften\MoorLandschaft\Moorlanschaft_1\LZ_TB_MoorLandschaft_1588782_32zu9.jpg ;1588782;Moorlandschaft, Nebel, Natur, mystisch, Feuchtgebiet, Morgenstimmung, Bäume, Sumpf, Wildnis, ruhige Landschaft
Moorlanschaft_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landschaften\MoorLandschaft\Moorlanschaft_2\LZ_TB_MoorLandschaft_2_30308582_32zu9.jpg ;30308582;Moorlandschaft, Feuchtgebiet, Natur, Abendstimmung, Wasser, Vegetation, Wildblumen, Sumpf, ruhige Landschaft, Reflektionen
Mord;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Mord\Mord_1\LZ_TB_Mord_91531_32zu9.jpg ;91531;Mord, Polizei, Kriminaltechnik, Tatort, Ermittlungen, Spurensicherung, Einsatzkräfte, Forensik, Wohnhaus, Verbrechen, Sicherheitsbehörden
Mord_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Mord\Mord_2\LZ_TB_Mord_2_1449893_32zu9.jpg ;1449893;Mord, Polizei, Suchaktion, Spurensuche, Einsatzkräfte, Waldgebiet, Vermisstensuche, Ermittlungen, Geländesuche, Sicherheitsbehörden, TeamarbeitMord, 
Mord_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Mord\Mord_3\LZ_TB_Mord_3_13629414_32zu9.jpg ;13629414;Mord, Tatort, Spurensicherung, Forensik, Polizeieinsatz, Absperrband, Wald, Ermittlungen, Kriminalpolizei, Beweissicherung, Spurensuche
Mord_4;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Mord\Mord_4\LZ_TB_Mord_4_53881061_32zu9.jpg ;53881061;Mord, Messer, Angriff, Gewalt, Bedrohung, Kriminalität, Waffe, Selbstverteidigung, Gefahr, Aggression, Hand
Muell_Treibgut_Sammler_Rhein;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Muell\Muell_Sammler\Muell_Treibgut_Sammler\LZ_TB_Muell_Treibgut_Sammler_Rhein_39537018_32zu9.jpg ;39537018;Uferreinigung, Natur, gefallener Baum, Baumwurzel, Flussufer, Umwelt, Müllsammeln, Landschaft, Naturschutz, Umweltschutz, Recycling, Naturpflege, Wasser, Nachhaltigkeit, Rhein
Muenster;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gebäude_Landmarks\Muenster\LZ_TB_Muenster_PaulusKirche_61475408_32zu9.jpg ;61475408;Münster, Dom, gotische Architektur, historische Kirche, Sakralbau, Nordrhein-Westfalen, Deutschland, Sehenswürdigkeit, Stadtzentrum, Tourismus
Museum01;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Museum\Themenbild Museum01\LZ_TB_Museum_1_761233_32zu9.jpg ;761233;Kunstgalerie, Ausstellung, Kunstwerke, Museum, Besucher, moderne Kunst, Kultur, Fotografien, Kunstliebhaber, Innenraum
Museum02;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Museum\Themenbild Museum02\LZ_TB_Museum_2_60916287_32zu9.jpg ;60916287;Kunstmuseum, Gemälde, Ausstellung, Besucher, klassische Kunst, Portraits, Galerie, Kultur, Kunstbetrachtung, historische Kunst, Museum
Nikolaus1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Weihnachten_2\Nikolaus\Nikolaus1\LZ_TB_Nikolaus_41225962_32zu9.jpg ;41225962;Nikolausstiefel, Weihnachtsdekoration, Adventskerzen, festliche Geschenke, Weihnachtssocken, Süßigkeiten, Weihnachtskranz, rustikaler Hintergrund, weihnachtliche Atmosphäre, Zuckerstangen, Weihnachten
Nikolaus2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Weihnachten_2\Nikolaus\Nikolaus1_Closer\LZ_TB_Nikolaus_closer_41225962_32zu9.jpg ;41225962;Nikolausstiefel, Weihnachtsdekoration, Adventskerzen, festliche Geschenke, Weihnachtssocken, Süßigkeiten, Weihnachtskranz, rustikaler Hintergrund, weihnachtliche Atmosphäre, Zuckerstangen, Weihnachten
Nikolaus3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Weihnachten_2\Nikolaus\Nikolaus2\LZ_TB_Nikolaus_49030283_32zu9.jpg ;49030283;Schokoladen-Weihnachtsmann, bunte Lichter, Weihnachtsstimmung, rote Kerze, festliche Dekoration, Bokeh Hintergrund, Nikolausfigur, gemütliche Atmosphäre, Weihnachtssüßigkeiten, Lichterspiel, Weihnachten
Nikolaus4;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Weihnachten_2\Nikolaus\Nikolaus3\LZ_TB_Nikolaus_58237388_32zu9.jpg ;58237388;Schokoladen-Nikolaus, Weihnachtsdekoration, goldener Bokeh-Hintergrund, festliche Stimmung, Lindt Weihnachtsmann, Weihnachtsnascherei, Nikolausfigur, gemütliche Atmosphäre, Adventszeit, Weihnachtssüßigkeiten
Ostern_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Ostern\Ostern01\LZ_TB_Ostern_1_61195842_32zu9.jpg ;61195842;Ostereier, bunte Eier, Ostern, Frühlingswiese, Eiersuche, Dekoeier, Frühling, Festtagsstimmung, Graslandschaft, Osterdekoration
Ostern_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Ostern\Ostern02\LZ_TB_Ostern_2_35615986_32zu9.jpg ;35615986;Tulpen, Frühlingsblumen, rosa Blüten, Blumenstrauß, Natur, Frische, Frühling, pastellfarben, Garten, Floristik, Ostern
Ostern_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Ostern\Ostern03\LZ_TB_Ostern_3_35374397_32zu9.jpg ;35374397;Ostereier, Frühlingswiese, Gänseblümchen, Osterdekoration, Eiersuche, bunte Eier, Natur, Frühling, Festtagsstimmung, Osterfest, Ostern
Ostern_4;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Ostern\Ostern04\LZ_TB_Ostern_4_55693780_32zu9.jpg ;55693780;Osterhase, Ostereier, Frühlingswiese, Osterdekoration, Eiersuche, buntes Osternest, Frühlingsfest, Osterfest, Natur, fröhliche Atmosphäre, Ostern
Parkplatz;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Parkplatz\Parkplatz_1\LZ_TB_Parkplatz_1_57521090_32zu9.jpg ;57521090;Parkplatz, Autos, Fahrzeugansammlung, Parken, Outdoor, überfüllter Parkplatz, Fahrzeuge, Sommer, Parkplatzwiese, Autoabstellplatz
Parkplatz_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Parkplatz\Parkplatz_2\LZ_TB_Parkplatz_2_34639446_32zu9.jpg ;34639446;Verkehr, Autoschlange, Stau, Parkplatzsuche, Verkehrsschild, Parken, Parkplatz
pflege_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Pflege\pflege_1\LZ_TB_pflege_1_61382229_32zu9.jpg ;61382229;Pflege, Seniorenbetreuung, Altenpflege, Pflegekraft, Hand in Hand, Fürsorge, medizinische Betreuung, Altenheim, Pflegehilfe, Gesundheitswesen, Beruf
Polizei;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Polizei\Polizei_1\LZ_TB_Polizei_1_30198300_32zu9.jpg ;30198300;Polizei, Polizeibeamte, Streife, Sicherheit, Verkehrskontrolle, Polizeiwagen, Stadt, Uniform, Ordnungshüter, Straßenüberwachung
Polizei_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Notdienst\Polizei\Polizei_1\LZ_TB _Polizei_61298732_32zu9.jpg ;61298732;Polizei, NRW, Einsatz, Demonstration, Sicherheitskräfte, Schutzkleidung, Ordnungshüter, Protest, Menschenmenge, Regen
Polizei_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Polizei\Polizei_2\LZ_TB_Polizei_2_30198410_32zu9.jpg ;30198410;Polizei, Polizeistation, Schild, Sicherheit, Nacht, Polizeiwache, Blaulicht, Ordnungshüter, Behörden, öffentliche Sicherheit
Polizei_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Notdienst\Polizei\Polizei_2\LZ_TB _Polizei_2_60849178_32zu9.jpg ;60849178;Notruf, Polizei, 110, Telefon, Rettungsdienst, Einsatz, Sicherheit, Symbol, Kommunikation, Notfall
Polizei_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Polizei\Polizei_3\LZ_TB_Polizei_3_58642434_32zu9.jpg ;58642434;Polizei, Einsatzkräfte, Graffiti, Protest, Streetart, NRW, Sicherheitskräfte, Riotpolizei, Anarchie, Demonstration
Polizei_3_Alternativ;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Polizei\Polizei_3_Alternativ\LZ_TB_Polizei_3_Alternativ_58642434_32zu9.jpg ;58642434;Polizei, Einsatzkräfte, Graffiti, Protest, Streetart, NRW, Sicherheitskräfte, Riotpolizei, Anarchie, Demonstration
PolizeiSperrung;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Straßensperrung\PolizeiSperrung\LZ_TB_PolizeiSperrung_59219019_32zu9.jpg ;59219019;Polizeiabsperrung, Tatort, Sicherheitsbereich, Polizeieinsatz, Absperrband, Ermittlungen, Notfall, Gefahrensituation, Kriminalfall, Einsatzort
PolizeiSperrung;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verkehr\Unfall\PolizeiSperrung\LZ_TB_PolizeiSperrung_59219019_32zu9.jpg ;59219019;Polizeiabsperrung, Tatort, Absperrband, Sicherheitsbereich, Polizeieinsatz, Verbrechen, Sperrzone, Kriminalität, Ermittlungen, Polizeikontrolle
Pommes;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Fastfood\Pommes\LZ_TB_Lebensmittel_Fastfood_Pommes_52501204_32zu9.jpg ;52501204;Currywurst, Pommes Frites, Imbiss, Fast Food, Deutsches Essen, Snack, Frittierte Speisen, Streetfood, Ketchup, Beilage
Pommes_02;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Fastfood\Pommes_02\LZ_TB_Lebensmittel_Fastfood_Pommes_2_38002882_32zu9.jpg ;38002882;Pommes Frites, Mayo, Fast Food, Snack, Imbiss, Kartoffelstäbchen, Streetfood, Beilage, Frittierte Speisen, Fingerfood
Prost;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Getränke\Prost\LZ_TB_Lebensmittel_Getraenke_Prost_61098155_32zu9.jpg ;61098155;Prost, Freundschaft, Senioren, Bier, Flussufer, Natur, Freizeit, Herbst, Entspannung, gemeinsames Trinken, Outdoor
Radfahren_Regen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitätet\Radfahren\Radfahren_Regen\LZ_TB_Radfahren_Regen_35715679_32zu9.jpg ;35715679;Stadtverkehr, Fahrradfahrer, Regen, nasse Straßen, Abenddämmerung, Bewegung, Lichter, Verkehr, urbane Mobilität, Pendler
